mode,n_blocks,ell,lambda_bits,record_index,sender,direction,record_type,sequence,auth_kind,serialized_bytes,header_ce1_bytes,payload_ce1_bytes,auth_ce1_bytes,auth_tag_bits,value_only_semantic_bits
RELEASE,16,4,2,23,Bob,B2A,OPEN,11,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,24,Alice,A2B,OPEN,11,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,25,Alice,A2B,OPEN,12,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,26,Bob,B2A,OPEN,12,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,27,Bob,B2A,OPEN,13,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,28,Alice,A2B,OPEN,13,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,29,Alice,A2B,OPEN,14,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,30,Bob,B2A,OPEN,14,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,31,Bob,B2A,OPEN,15,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,32,Alice,A2B,OPEN,15,MAC,771,419,187,127,256,1820
RELEASE,16,4,2,33,Alice,A2B,OPEN,16,MAC,771,419,187,127,256,1821
RELEASE,16,4,2,34,Bob,B2A,OPEN,16,MAC,771,419,187,127,256,1821
RELEASE,16,4,2,35,Bob,B2A,OPEN,17,MAC,771,419,187,127,256,1821
RELEASE,16,4,2,36,Alice,A2B,OPEN,17,MAC,771,419,187,127,256,1821
RELEASE,16,4,2,37,Alice,A2B,OPEN,18,MAC,771,419,187,127,256,1822
RELEASE,16,4,2,38,Bob,B2A,OPEN,18,MAC,771,419,187,127,256,1822
RELEASE,16,4,2,39,Bob,B2A,CONFIRM,19,PRF,624,422,68,96,128,1443
RELEASE,16,4,2,40,Alice,A2B,CONFIRM,19,PRF,624,422,68,96,128,1443
RELEASE,16,4,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1461
RELEASE,16,4,4,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2168
RELEASE,16,4,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,706,431,110,127,256,1599
RELEASE,16,4,4,4,Alice,A2B,DIALOGUE_A,1,MAC,677,425,87,127,256,1511
RELEASE,16,4,4,5,Alice,A2B,COMMIT_SET,2,MAC,1661,425,1071,127,256,3836
RELEASE,16,4,4,6,Bob,B2A,COMMIT_SET,2,MAC,1661,425,1071,127,256,3836
RELEASE,16,4,4,7,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,16,4,4,8,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,16,4,4,9,Alice,A2B,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,16,4,4,10,Bob,B2A,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,16,4,4,11,Bob,B2A,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,16,4,4,12,Alice,A2B,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,16,4,4,13,Alice,A2B,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,16,4,4,14,Bob,B2A,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,16,4,4,15,Bob,B2A,OPEN,7,MAC,773,419,189,127,256,1821
RELEASE,16,4,4,16,Alice,A2B,OPEN,7,MAC,773,419,189,127,256,1821
RELEASE,16,4,4,17,Alice,A2B,OPEN,8,MAC,773,419,189,127,256,1822
RELEASE,16,4,4,18,Bob,B2A,OPEN,8,MAC,773,419,189,127,256,1822
RELEASE,16,4,4,19,Bob,B2A,OPEN,9,MAC,773,419,189,127,256,1822
RELEASE,16,4,4,20,Alice,A2B,OPEN,9,MAC,773,419,189,127,256,1822
RELEASE,16,4,4,21,Alice,A2B,OPEN,10,MAC,773,419,189,127,256,1823
RELEASE,16,4,4,22,Bob,B2A,OPEN,10,MAC,773,419,189,127,256,1823
RELEASE,16,4,4,23,Bob,B2A,CONFIRM,11,PRF,624,422,68,96,128,1442
RELEASE,16,4,4,24,Alice,A2B,CONFIRM,11,PRF,624,422,68,96,128,1442
RELEASE,16,4,8,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1461
RELEASE,16,4,8,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2174
RELEASE,16,4,8,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,706,431,110,127,256,1599
RELEASE,16,4,8,4,Alice,A2B,DIALOGUE_A,1,MAC,677,425,87,127,256,1511
RELEASE,16,4,8,5,Alice,A2B,COMMIT_SET,2,MAC,1213,425,623,127,256,2791
RELEASE,16,4,8,6,Bob,B2A,COMMIT_SET,2,MAC,1213,425,623,127,256,2791
RELEASE,16,4,8,7,Alice,A2B,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,16,4,8,8,Bob,B2A,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,16,4,8,9,Bob,B2A,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,16,4,8,10,Alice,A2B,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,16,4,8,11,Alice,A2B,OPEN,5,MAC,777,419,193,127,256,1825
RELEASE,16,4,8,12,Bob,B2A,OPEN,5,MAC,777,419,193,127,256,1825
RELEASE,16,4,8,13,Bob,B2A,OPEN,6,MAC,777,419,193,127,256,1826
RELEASE,16,4,8,14,Alice,A2B,OPEN,6,MAC,777,419,193,127,256,1826
RELEASE,16,4,8,15,Bob,B2A,CONFIRM,7,PRF,624,422,68,96,128,1441
RELEASE,16,4,8,16,Alice,A2B,CONFIRM,7,PRF,624,422,68,96,128,1441
BASIC,16,155,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1451
BASIC,16,155,,2,Alice,A2B,DECOY_INFO,0,MAC,6859,423,6272,126,256,4801
BASIC,16,155,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,704,429,110,127,256,1583
BASIC,16,155,,4,Alice,A2B,DIALOGUE_A,1,MAC,675,423,87,127,256,1495
BASIC,16,155,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1424
BASIC,16,155,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1424
RELEASE,16,155,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,16,155,1,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4792
RELEASE,16,155,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,706,431,110,127,256,1599
RELEASE,16,155,1,4,Alice,A2B,DIALOGUE_A,1,MAC,677,425,87,127,256,1511
RELEASE,16,155,1,5,Alice,A2B,COMMIT_SET,2,MAC,4349,425,3759,127,256,10102
RELEASE,16,155,1,6,Bob,B2A,COMMIT_SET,2,MAC,4349,425,3759,127,256,10102
RELEASE,16,155,1,7,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,16,155,1,8,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,16,155,1,9,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,16,155,1,10,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,16,155,1,11,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,16,155,1,12,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,16,155,1,13,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,16,155,1,14,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,16,155,1,15,Alice,A2B,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,16,155,1,16,Bob,B2A,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,16,155,1,17,Bob,B2A,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,16,155,1,18,Alice,A2B,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,16,155,1,19,Alice,A2B,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,16,155,1,20,Bob,B2A,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,16,155,1,21,Bob,B2A,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,22,Alice,A2B,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,23,Alice,A2B,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,24,Bob,B2A,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,25,Bob,B2A,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,26,Alice,A2B,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,27,Alice,A2B,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,28,Bob,B2A,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,29,Bob,B2A,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,30,Alice,A2B,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,31,Alice,A2B,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,32,Bob,B2A,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,16,155,1,33,Bob,B2A,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,16,155,1,34,Alice,A2B,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,16,155,1,35,Alice,A2B,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,16,155,1,36,Bob,B2A,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,16,155,1,37,Bob,B2A,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,38,Alice,A2B,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,39,Alice,A2B,OPEN,19,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,40,Bob,B2A,OPEN,19,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,41,Bob,B2A,OPEN,20,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,42,Alice,A2B,OPEN,20,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,43,Alice,A2B,OPEN,21,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,44,Bob,B2A,OPEN,21,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,45,Bob,B2A,OPEN,22,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,46,Alice,A2B,OPEN,22,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,47,Alice,A2B,OPEN,23,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,48,Bob,B2A,OPEN,23,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,49,Bob,B2A,OPEN,24,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,50,Alice,A2B,OPEN,24,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,51,Alice,A2B,OPEN,25,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,52,Bob,B2A,OPEN,25,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,53,Bob,B2A,OPEN,26,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,54,Alice,A2B,OPEN,26,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,55,Alice,A2B,OPEN,27,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,56,Bob,B2A,OPEN,27,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,57,Bob,B2A,OPEN,28,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,58,Alice,A2B,OPEN,28,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,59,Alice,A2B,OPEN,29,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,60,Bob,B2A,OPEN,29,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,61,Bob,B2A,OPEN,30,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,62,Alice,A2B,OPEN,30,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,63,Alice,A2B,OPEN,31,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,64,Bob,B2A,OPEN,31,MAC,770,419,186,127,256,1820
RELEASE,16,155,1,65,Bob,B2A,OPEN,32,MAC,770,419,186,127,256,1821
RELEASE,16,155,1,66,Alice,A2B,OPEN,32,MAC,770,419,186,127,256,1821
RELEASE,16,155,1,67,Alice,A2B,OPEN,33,MAC,770,419,186,127,256,1821
RELEASE,16,155,1,68,Bob,B2A,OPEN,33,MAC,770,419,186,127,256,1821
RELEASE,16,155,1,69,Bob,B2A,OPEN,34,MAC,770,419,186,127,256,1822
RELEASE,16,155,1,70,Alice,A2B,OPEN,34,MAC,770,419,186,127,256,1822
RELEASE,16,155,1,71,Bob,B2A,CONFIRM,35,PRF,624,422,68,96,128,1444
RELEASE,16,155,1,72,Alice,A2B,CONFIRM,35,PRF,624,422,68,96,128,1444
RELEASE,16,155,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,16,155,2,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4797
RELEASE,16,155,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,706,431,110,127,256,1599
RELEASE,16,155,2,4,Alice,A2B,DIALOGUE_A,1,MAC,677,425,87,127,256,1511
RELEASE,16,155,2,5,Alice,A2B,COMMIT_SET,2,MAC,2557,425,1967,127,256,5925
RELEASE,16,155,2,6,Bob,B2A,COMMIT_SET,2,MAC,2557,425,1967,127,256,5925
RELEASE,16,155,2,7,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,16,155,2,8,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,16,155,2,9,Bob,B2A,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,16,155,2,10,Alice,A2B,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,16,155,2,11,Alice,A2B,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,16,155,2,12,Bob,B2A,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,16,155,2,13,Bob,B2A,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,16,155,2,14,Alice,A2B,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,16,155,2,15,Alice,A2B,OPEN,7,MAC,771,419,187,127,256,1818
RELEASE,16,155,2,16,Bob,B2A,OPEN,7,MAC,771,419,187,127,256,1818
RELEASE,16,155,2,17,Bob,B2A,OPEN,8,MAC,771,419,187,127,256,1819
RELEASE,16,155,2,18,Alice,A2B,OPEN,8,MAC,771,419,187,127,256,1819
RELEASE,16,155,2,19,Alice,A2B,OPEN,9,MAC,771,419,187,127,256,1819
RELEASE,16,155,2,20,Bob,B2A,OPEN,9,MAC,771,419,187,127,256,1819
RELEASE,16,155,2,21,Bob,B2A,OPEN,10,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,22,Alice,A2B,OPEN,10,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,23,Alice,A2B,OPEN,11,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,24,Bob,B2A,OPEN,11,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,25,Bob,B2A,OPEN,12,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,26,Alice,A2B,OPEN,12,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,27,Alice,A2B,OPEN,13,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,28,Bob,B2A,OPEN,13,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,29,Bob,B2A,OPEN,14,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,30,Alice,A2B,OPEN,14,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,31,Alice,A2B,OPEN,15,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,32,Bob,B2A,OPEN,15,MAC,771,419,187,127,256,1820
RELEASE,16,155,2,33,Bob,B2A,OPEN,16,MAC,771,419,187,127,256,1821
RELEASE,16,155,2,34,Alice,A2B,OPEN,16,MAC,771,419,187,127,256,1821
RELEASE,16,155,2,35,Alice,A2B,OPEN,17,MAC,771,419,187,127,256,1821
RELEASE,16,155,2,36,Bob,B2A,OPEN,17,MAC,771,419,187,127,256,1821
RELEASE,16,155,2,37,Bob,B2A,OPEN,18,MAC,771,419,187,127,256,1822
RELEASE,16,155,2,38,Alice,A2B,OPEN,18,MAC,771,419,187,127,256,1822
RELEASE,16,155,2,39,Bob,B2A,CONFIRM,19,PRF,624,422,68,96,128,1443
RELEASE,16,155,2,40,Alice,A2B,CONFIRM,19,PRF,624,422,68,96,128,1443
RELEASE,16,155,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,16,155,4,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4805
RELEASE,16,155,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,706,431,110,127,256,1599
RELEASE,16,155,4,4,Alice,A2B,DIALOGUE_A,1,MAC,677,425,87,127,256,1511
RELEASE,16,155,4,5,Alice,A2B,COMMIT_SET,2,MAC,1661,425,1071,127,256,3836
RELEASE,16,155,4,6,Bob,B2A,COMMIT_SET,2,MAC,1661,425,1071,127,256,3836
RELEASE,16,155,4,7,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,16,155,4,8,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,16,155,4,9,Alice,A2B,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,16,155,4,10,Bob,B2A,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,16,155,4,11,Bob,B2A,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,16,155,4,12,Alice,A2B,OPEN,5,MAC,773,419,189,127,256,1820
RELEASE,16,155,4,13,Alice,A2B,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,16,155,4,14,Bob,B2A,OPEN,6,MAC,773,419,189,127,256,1821
RELEASE,16,155,4,15,Bob,B2A,OPEN,7,MAC,773,419,189,127,256,1821
RELEASE,16,155,4,16,Alice,A2B,OPEN,7,MAC,773,419,189,127,256,1821
RELEASE,16,155,4,17,Alice,A2B,OPEN,8,MAC,773,419,189,127,256,1822
RELEASE,16,155,4,18,Bob,B2A,OPEN,8,MAC,773,419,189,127,256,1822
RELEASE,16,155,4,19,Bob,B2A,OPEN,9,MAC,773,419,189,127,256,1822
RELEASE,16,155,4,20,Alice,A2B,OPEN,9,MAC,773,419,189,127,256,1822
RELEASE,16,155,4,21,Alice,A2B,OPEN,10,MAC,773,419,189,127,256,1823
RELEASE,16,155,4,22,Bob,B2A,OPEN,10,MAC,773,419,189,127,256,1823
RELEASE,16,155,4,23,Bob,B2A,CONFIRM,11,PRF,624,422,68,96,128,1442
RELEASE,16,155,4,24,Alice,A2B,CONFIRM,11,PRF,624,422,68,96,128,1442
RELEASE,16,155,8,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,16,155,8,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4806
RELEASE,16,155,8,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,706,431,110,127,256,1599
RELEASE,16,155,8,4,Alice,A2B,DIALOGUE_A,1,MAC,677,425,87,127,256,1511
RELEASE,16,155,8,5,Alice,A2B,COMMIT_SET,2,MAC,1213,425,623,127,256,2791
RELEASE,16,155,8,6,Bob,B2A,COMMIT_SET,2,MAC,1213,425,623,127,256,2791
RELEASE,16,155,8,7,Bob,B2A,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,16,155,8,8,Alice,A2B,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,16,155,8,9,Alice,A2B,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,16,155,8,10,Bob,B2A,OPEN,4,MAC,777,419,193,127,256,1825
RELEASE,16,155,8,11,Bob,B2A,OPEN,5,MAC,777,419,193,127,256,1825
RELEASE,16,155,8,12,Alice,A2B,OPEN,5,MAC,777,419,193,127,256,1825
RELEASE,16,155,8,13,Alice,A2B,OPEN,6,MAC,777,419,193,127,256,1826
RELEASE,16,155,8,14,Bob,B2A,OPEN,6,MAC,777,419,193,127,256,1826
RELEASE,16,155,8,15,Bob,B2A,CONFIRM,7,PRF,624,422,68,96,128,1441
RELEASE,16,155,8,16,Alice,A2B,CONFIRM,7,PRF,624,422,68,96,128,1441
BASIC,32,4,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1447
BASIC,32,4,,2,Alice,A2B,DECOY_INFO,0,MAC,1422,423,835,126,256,2163
BASIC,32,4,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,736,429,142,127,256,1616
BASIC,32,4,,4,Alice,A2B,DIALOGUE_A,1,MAC,707,423,119,127,256,1528
BASIC,32,4,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1425
BASIC,32,4,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1425
RELEASE,32,4,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1463
RELEASE,32,4,1,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2178
RELEASE,32,4,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,738,431,142,127,256,1632
RELEASE,32,4,1,4,Alice,A2B,DIALOGUE_A,1,MAC,709,425,119,127,256,1544
RELEASE,32,4,1,5,Alice,A2B,COMMIT_SET,2,MAC,7933,425,7343,127,256,18521
RELEASE,32,4,1,6,Bob,B2A,COMMIT_SET,2,MAC,7933,425,7343,127,256,18521
RELEASE,32,4,1,7,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,32,4,1,8,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,32,4,1,9,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,32,4,1,10,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,32,4,1,11,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,32,4,1,12,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,32,4,1,13,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,32,4,1,14,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,32,4,1,15,Bob,B2A,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,32,4,1,16,Alice,A2B,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,32,4,1,17,Alice,A2B,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,32,4,1,18,Bob,B2A,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,32,4,1,19,Bob,B2A,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,32,4,1,20,Alice,A2B,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,32,4,1,21,Alice,A2B,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,22,Bob,B2A,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,23,Bob,B2A,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,24,Alice,A2B,OPEN,11,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,25,Alice,A2B,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,26,Bob,B2A,OPEN,12,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,27,Bob,B2A,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,28,Alice,A2B,OPEN,13,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,29,Alice,A2B,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,30,Bob,B2A,OPEN,14,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,31,Bob,B2A,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,32,Alice,A2B,OPEN,15,MAC,770,419,186,127,256,1818
RELEASE,32,4,1,33,Alice,A2B,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,32,4,1,34,Bob,B2A,OPEN,16,MAC,770,419,186,127,256,1819
RELEASE,32,4,1,35,Bob,B2A,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,32,4,1,36,Alice,A2B,OPEN,17,MAC,770,419,186,127,256,1819
RELEASE,32,4,1,37,Alice,A2B,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,38,Bob,B2A,OPEN,18,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,39,Bob,B2A,OPEN,19,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,40,Alice,A2B,OPEN,19,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,41,Alice,A2B,OPEN,20,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,42,Bob,B2A,OPEN,20,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,43,Bob,B2A,OPEN,21,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,44,Alice,A2B,OPEN,21,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,45,Alice,A2B,OPEN,22,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,46,Bob,B2A,OPEN,22,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,47,Bob,B2A,OPEN,23,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,48,Alice,A2B,OPEN,23,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,49,Alice,A2B,OPEN,24,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,50,Bob,B2A,OPEN,24,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,51,Bob,B2A,OPEN,25,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,52,Alice,A2B,OPEN,25,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,53,Alice,A2B,OPEN,26,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,54,Bob,B2A,OPEN,26,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,55,Bob,B2A,OPEN,27,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,56,Alice,A2B,OPEN,27,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,57,Alice,A2B,OPEN,28,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,58,Bob,B2A,OPEN,28,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,59,Bob,B2A,OPEN,29,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,60,Alice,A2B,OPEN,29,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,61,Alice,A2B,OPEN,30,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,62,Bob,B2A,OPEN,30,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,63,Bob,B2A,OPEN,31,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,64,Alice,A2B,OPEN,31,MAC,770,419,186,127,256,1820
RELEASE,32,4,1,65,Alice,A2B,OPEN,32,MAC,770,419,186,127,256,1821
RELEASE,32,4,1,66,Bob,B2A,OPEN,32,MAC,770,419,186,127,256,1821
RELEASE,32,4,1,67,Bob,B2A,OPEN,33,MAC,770,419,186,127,256,1821
RELEASE,32,4,1,68,Alice,A2B,OPEN,33,MAC,770,419,186,127,256,1821
RELEASE,32,4,1,69,Alice,A2B,OPEN,34,MAC,770,419,186,127,256,1822
RELEASE,32,4,1,70,Bob,B2A,OPEN,34,MAC,770,419,186,127,256,1822
RELEASE,32,4,1,71,Bob,B2A,OPEN,35,MAC,770,419,186,127,256,1822
RELEASE,32,4,1,72,Alice,A2B,OPEN,35,MAC,770,419,186,127,256,1822
RELEASE,32,4,1,73,Alice,A2B,OPEN,36,MAC,770,419,186,127,256,1822
